profile_id,text,voice,fact_order,n_facts,n_checkable,n_missing,missing,leaks,n_words,ok
P00076,"He is a 55-year-old White/Caucasian male living in the south of the United States. He is a strong Republican with conservative political views and is Catholic. He describes his social class as middle class and has a household income of $100,000 to $167,999. He has a Bachelor's degree and lives in a household of 4 people. He has only some confidence in the scientific community.",third_person,ideology|gender|social_class|trust_science_prior|age|religion|party|household_size|race|income|education|region,12,11,0,,,65,True
P00077,"She is a 66-year-old Black / African American female who lives in a small town in the midwest of the United States. She describes herself as middle class and a born-again or evangelical Protestant. She has a high school diploma / GED, a household income of $56,000 to $99,999, and lives in a household of 2 people. She is not very strong democrat, is slightly conservative, and has a great deal of confidence in the scientific community.",third_person,gender|social_class|religion|race|income|ideology|household_size|age|trust_science_prior|region|education|party|born_again|urbanicity,14,12,0,,,77,True
P00078,"You are a 57-year-old White / Caucasian male living in a small town in the west of the United States. You have a Bachelor's degree, no religion, and have a great deal of confidence in the scientific community. You live in a household of 3 people with a household income of $100,000 to $167,999. You describe your social class as middle class. Your political views are slightly liberal, and you are not very strong democrat.",second_person,household_size|religion|income|gender|age|trust_science_prior|race|region|ideology|education|urbanicity|party|social_class,13,10,0,,,75,True
P00079,"She is a 66-year-old Hispanic / Latino female who lives in the south of the United States in a household of 2 people. She is a liberal independent with a Master's degree / Professional degree and has only some confidence in the scientific community. She practices hinduism and describes her social class as middle class. Her household income is $56,000 to $99,999.",third_person,household_size|income|region|trust_science_prior|party|education|social_class|ideology|race|religion|age|gender,12,11,0,,,62,True
P00080,"You are a 64-year-old Black / African American male living in a small town in the south of the United States. You are a conservative, strong republican with a high school diploma / GED who describes your social class as middle class. You live in a household of 2 people with an income of $100,000 to $167,999. You are a protestant who describes yourself as born-again or evangelical. You have hardly any confidence in the scientific community.",second_person,age|social_class|race|born_again|region|trust_science_prior|ideology|gender|income|household_size|urbanicity|religion|education|party,14,12,0,,,77,True
P00081,"He is a 20-year-old Black / African American male who lives in a household of 4 people in a mid-sized US city in the south of the United States. He has a high school diploma / GED and describes his social class as middle class, with a household income of $56,000 to $99,999. He is a Catholic whose religion is not very strong, and he has a great deal of confidence in the scientific community. His political views are moderate, middle of the road, and he is not very strong democrat.",third_person,education|gender|age|region|urbanicity|religiosity|trust_science_prior|income|social_class|household_size|ideology|religion|race|party,14,11,0,,,91,True
P00082,"You are a 68-year-old Asian American male living in a two-person household in the suburbs of a very large US city in the south of the United States. You have a Master's degree or Professional degree and a household income of $100,000 to $167,999. You describe yourself as middle class and have no religion. Politically, you are a not very strong Democrat with moderate, middle of the road views.",second_person,gender|party|education|region|household_size|religion|urbanicity|religiosity|race|social_class|income|age|ideology,13,9,0,,,69,True
P00083,"He is an 88-year-old White male living in a two-person household in the suburbs of a mid-sized US city in the Midwest. He is a Protestant with a Bachelor's degree and a household income of less than $30,000. He describes himself as middle class. He is not very strong republican and has slightly conservative political views.",third_person,gender|income|race|party|education|ideology|social_class|religion|urbanicity|age|region|household_size,12,10,0,,,56,True
P00084,"You are a 21-year-old White female living in a two-person household in the Midwest of the United States. You have a high school diploma or GED and describe your social class as working class, with a household income between $56,000 and $99,999. Your religion is Protestant and is somewhat strong, and you have hardly any confidence in the scientific community. Politically, you are a moderate, middle of the road, and not very strong Republican.",second_person,ideology|religiosity|region|social_class|gender|trust_science_prior|income|race|party|education|religion|household_size|age,13,11,0,,,74,True
P00085,"You are a 51-year-old Black / African American male living alone in a small town in the south of the United States. You have a Bachelor's degree, a household income of $30,000 to $55,999, and describe yourself as working class. You are a strong democrat with moderate, middle of the road political views. Although you describe yourself as born-again or evangelical, you have no religion. You have a great deal of confidence in the scientific community.",second_person,race|party|age|household_size|income|ideology|social_class|urbanicity|gender|religion|trust_science_prior|region|born_again|education|religiosity,15,11,0,,,76,True
P00086,"He is a 42-year-old White male who lives alone in the suburbs of a mid-sized US city in the South. He has a Master's degree or Professional degree and a household income of $168,000 or more. He describes his social class as upper class and has no religion. He is an independent politically, close to Democrat, and has moderate, middle of the road views. He has a great deal of confidence in the scientific community.",third_person,religion|income|age|party|region|urbanicity|religiosity|race|ideology|gender|household_size|trust_science_prior|social_class|education,14,10,0,,,75,True
P00087,"You are a 41-year-old White male living in a small town in the northeast of the United States. You live in a household of 4 people with an income of $56,000 to $99,999. You have some college or an Associate's degree, describe your social class as middle class, and have no religion. Your political views are moderate and middle of the road; you are an independent, close to republican. You have a great deal of confidence in the scientific community.",second_person,urbanicity|household_size|party|age|race|social_class|region|gender|trust_science_prior|income|religion|ideology|education,13,10,0,,,80,True
P00088,"She is a 61-year-old female of other ethnicity who lives in the west of the United States in a household of 2 people. She is a Catholic with a high school diploma / GED and describes her social class as working class. Her household income is $100,000 to $167,999. She is an independent with moderate, middle of the road political views and has a great deal of confidence in the scientific community.",third_person,race|ideology|income|gender|trust_science_prior|religion|education|social_class|region|age|household_size|party,12,10,0,,,72,True
P00089,"You are a 55-year-old Hispanic / Latino female living in a household of 2 people in the northeast of the United States. You have a high school diploma / GED and describe your social class as working class. You describe yourself as born-again or evangelical, though your religion is other. Your household income is less than $30,000. You are extremely conservative, but politically you are independent.",second_person,race|income|region|ideology|born_again|social_class|age|education|religion|party|household_size|gender,12,11,0,,,66,True
P00090,"You are a 23-year-old Hispanic / Latino male living in the south of the United States. You are a strong republican with slightly conservative political views and you are catholic. You have a high school diploma / GED and describe your social class as middle class. You live in a household of 2 people with a household income of $56,000 to $99,999.",second_person,race|ideology|household_size|social_class|party|age|gender|religion|region|education|income,11,10,0,,,62,True
P00091,"You are a 38-year-old Black / African American male living alone in the suburbs of a mid-sized US city in the northeast of the United States. You have some college or an Associate's degree and a household income of less than $30,000. You describe your social class as working class and have no religion. You are politically independent with slightly conservative views.",second_person,income|party|ideology|household_size|gender|urbanicity|education|religion|region|social_class|age|race,12,9,0,,,62,True
P00092,"You are a 77-year-old White female living in a small town in the Midwest of the United States. You describe your social class as middle class and your household income is $30,000 to $55,999. You have some college or an Associate's degree and live in a household of 2 people. You are a somewhat strong Protestant and a strong Republican with moderate, middle of the road political views.",second_person,gender|race|social_class|age|religion|party|ideology|household_size|education|region|religiosity|income|urbanicity,13,10,0,,,68,True
P00093,"He is a 32-year-old Hispanic / Latino male who lives in a household of 3 people in a rural area of the south of the United States. He is a conservative, independent, and close to democrat, and he describes his social class as working class. He is a protestant who describes himself as born-again or evangelical. He has an education of less than high school and a household income of $56,000 to $99,999. He has only some confidence in the scientific community.",third_person,education|urbanicity|age|trust_science_prior|social_class|region|born_again|race|income|household_size|ideology|party|gender|religion,14,12,0,,,82,True
P00094,"He is a 57-year-old White male who lives in a household of 3 people in the suburbs of a mid-sized US city in the northeast of the United States. He is a Catholic with a high school diploma / GED. He describes his social class as working class and has a household income of $100,000 to $167,999. His political views are moderate, middle of the road, and he is not very strong democrat. He has only some confidence in the scientific community.",third_person,urbanicity|income|age|religion|race|household_size|ideology|region|trust_science_prior|gender|party|education|social_class,13,11,0,,,82,True
P00095,"He is a 63-year-old White male who lives in a two-person household in a small town in the Midwest of the United States. He has a Bachelor's degree, an annual household income of $168,000 or more, and describes his social class as middle class. He is an independent with moderate, middle of the road political views and has no religion. He has a great deal of confidence in the scientific community.",third_person,party|education|race|income|religiosity|ideology|age|urbanicity|gender|religion|trust_science_prior|region|social_class|household_size,14,10,0,,,71,True
P00096,"You are a 63-year-old White/Caucasian female living in a small town in the northeast of the United States. You have a high school diploma / GED and describe your social class as working class. Your household income is $30,000 to $55,999, and you live in a household of 2 people. You are a Protestant, though your religion is not very strong. You are slightly liberal and a not very strong democrat.",second_person,religion|education|gender|region|social_class|religiosity|race|age|ideology|income|urbanicity|household_size|party,13,10,0,,,71,True
P00097,"She is a 59-year-old White female who lives in the suburbs of a mid-sized US city in the northeast of the United States. She lives in a household of 3 people with an income of $100,000 to $167,999. She describes her social class as middle class and has some college or an Associate's degree. She is a Catholic whose religion is not very strong. She is slightly liberal and not very strong Democrat, and she has a great deal of confidence in the scientific community.",third_person,age|household_size|social_class|gender|income|ideology|education|urbanicity|race|religiosity|trust_science_prior|region|religion|party,14,11,0,,,85,True
P00098,"You are a 59-year-old Hispanic / Latino female living in a two-person household in a mid-sized US city in the west of the United States. You have less than a high school education and a household income of $56,000 to $99,999. You describe yourself as middle class and are a strong Catholic. Your political views are moderate, middle of the road, and you are not very strong democrat. You have a great deal of confidence in the scientific community.",second_person,trust_science_prior|ideology|religiosity|race|party|income|education|urbanicity|region|religion|age|social_class|household_size|gender,14,11,0,,,79,True
P00099,"She is a 19-year-old Black / African American female who lives alone in the suburbs of a very large US city in the south of the United States. She has a high school diploma / GED and a household income of less than $30,000. She has no religion and describes her social class as upper class. Her political views are extremely conservative, though she is politically independent.",third_person,income|urbanicity|religion|ideology|party|race|social_class|gender|region|age|education|household_size,12,9,0,,,67,True
P00100,"You are a 48-year-old Hispanic / Latino female living in the south of the United States in a household of 4 people. You have an income of $168,000 or more and describe your social class as upper class. You have less than high school as your highest education and have only some confidence in the scientific community. You are a strong Protestant and describe yourself as born-again or evangelical. Your political views are moderate, middle of the road, and you are not very strong democrat.",second_person,trust_science_prior|region|religion|party|social_class|income|age|religiosity|education|born_again|household_size|gender|race|ideology,14,12,0,,,85,True
P00101,"He is a 53-year-old White/Caucasian male who lives in a household of 3 people in a mid-sized US city in the northeast of the United States. He is Catholic and has a high school diploma / GED. He describes his social class as working class and has a household income of $100,000 to $167,999. His political views are liberal, though he is not very strong democrat. He has only some confidence in the scientific community.",third_person,income|religion|urbanicity|education|region|race|ideology|trust_science_prior|gender|household_size|age|party|social_class,13,11,0,,,75,True
P00102,"She is a 19-year-old Hispanic / Latino female who lives in a small town in the west of the United States. She is a strong Catholic with liberal political views, though she is not a very strong Democrat. She has some college or an Associate's degree and describes her social class as working class. She lives in a household of 3 people with an income of less than $30,000.",third_person,age|party|race|ideology|religion|urbanicity|region|household_size|social_class|gender|income|education|religiosity,13,10,0,,,69,True
P00103,"She is a 43-year-old White female who lives alone in a small town in the south of the United States. She has some college or an Associate's degree and a household income of less than $30,000. She describes her social class as working class and has no religion. She is a strong Democrat with extremely liberal political views.",third_person,religion|religiosity|household_size|gender|education|age|party|income|region|ideology|social_class|urbanicity|race,13,9,0,,,58,True
P00104,"She is a 59-year-old Hispanic / Latino female who lives in the west of the United States. She is a Catholic and a strong Republican with conservative political views. She has a high school diploma / GED and describes her social class as working class. She lives in a household of 2 people with an income of $100,000 to $167,999. She has only some confidence in the scientific community.",third_person,gender|region|religion|education|ideology|party|household_size|race|age|trust_science_prior|income|social_class,12,11,0,,,69,True
P00105,"He is a 36-year-old Hispanic / Latino male who lives in a two-person household in the suburbs of a mid-sized US city in the south of the United States. He has a Master's degree / Professional degree and an income of $168,000 or more. He is a strong democrat with liberal political views and is Catholic. He describes his social class as working class and has a great deal of confidence in the scientific community.",third_person,gender|urbanicity|education|trust_science_prior|household_size|party|religion|income|race|social_class|ideology|region|age,13,11,0,,,75,True
P00106,"You are a 40-year-old, White female living in one of the largest US cities in the south of the United States. You describe yourself as upper class and have a household income of $168,000 or more. You are a strong Protestant who describes yourself as born-again or evangelical. You have a Bachelor's degree, live in a household of 2 people, and have only some confidence in the scientific community. Politically, you are an independent, close to Democrat, with slightly liberal views.",second_person,born_again|household_size|race|party|urbanicity|religiosity|religion|education|age|region|income|social_class|gender|trust_science_prior|ideology,15,12,0,,,81,True
P00107,"You are a 66-year-old Hispanic / Latino female living in the south of the United States. You are a strong Catholic with a strong strength of religion. You have some college or an Associate's degree and live in a household of 2 people with a household income of $100,000 to $167,999. You describe your social class as middle class. You are a strong Democrat with moderate, middle of the road political views.",second_person,religiosity|household_size|region|age|ideology|religion|race|gender|party|income|social_class|education,12,10,0,,,72,True
P00108,"He is a 29-year-old Black / African American male who lives in a rural area in the south of the United States. He lives in a household of 2 people with a household income of $30,000 to $55,999. He has an education level of less than high school and describes his social class as middle class. He is an independent who is politically slightly conservative and close to republican. He has no religion, though he describes himself as born-again or evangelical.",third_person,ideology|household_size|age|born_again|religiosity|race|education|social_class|region|religion|party|income|urbanicity|gender,14,10,0,,,81,True
P00109,"He is a 54-year-old White male living in the south of the United States in a household of 2 people. He has a Master's degree or Professional degree and a household income of $168,000 or more. He describes his social class as middle class and is a Protestant. His political views are slightly conservative, though he is not very strong republican. He has a great deal of confidence in the scientific community.",third_person,household_size|education|party|age|social_class|religion|ideology|race|trust_science_prior|region|income|gender,12,11,0,,,72,True
P00110,"She is a 41-year-old White / Caucasian female. She lives in a household of 4 people in the suburbs of a very large US city in the northeast of the United States. She is middle class with a household income of $168,000 or more. She has a Bachelor's degree and has no religion. Her political views are liberal, though she is not very strong democrat.",third_person,social_class|household_size|age|ideology|gender|income|education|religion|race|party|urbanicity|region,12,9,0,,,65,True
P00111,"You are a 47-year-old Black / African American male living in a rural area of the midwest of the United States. You live in a household of 5 people and have a household income of less than $30,000. You have a high school diploma / GED and describe your social class as middle class. Your political views are moderate, middle of the road, and you are independent, close to democrat. You have no religion.",second_person,age|income|urbanicity|ideology|religion|religiosity|household_size|gender|race|party|education|region|social_class,13,9,0,,,74,True
P00112,"She is a 54-year-old Hispanic / Latino female who lives in a two-person household in the suburbs of a mid-sized US city in the west of the United States. She is a strong Democrat with liberal political views and has a great deal of confidence in the scientific community. She holds a Master's degree / Professional degree and describes her social class as middle class, with a household income of $168,000 or more. Her religion is Catholic, though she is not very strong in her religion.",third_person,party|trust_science_prior|urbanicity|region|household_size|race|gender|religion|income|age|religiosity|ideology|social_class|education,14,11,0,,,86,True
P00113,"He is a 48-year-old Hispanic / Latino male who lives in the northeast of the United States in a household of 3 people. He is a strong Republican with conservative political views and is Catholic. He describes his social class as working class and has an income of $100,000 to $167,999. His highest education is less than high school. He has only some confidence in the scientific community.",third_person,gender|ideology|household_size|region|income|education|social_class|trust_science_prior|age|religion|race|party,12,11,0,,,68,True
P00114,"She is a 68-year-old Black / African American female who lives in a rural area in the south of the United States. She lives in a household of 2 people and has a household income of $168,000 or more. She describes her social class as middle class, is Protestant, and has a high school diploma / GED. She is a strong Democrat with slightly liberal political views.",third_person,household_size|social_class|age|education|income|ideology|religion|gender|race|region|party|urbanicity,12,10,0,,,67,True
P00115,"He is a 60-year-old Hispanic / Latino male living in the suburbs of a very large US city in the midwest of the United States. He is a working class individual in a two-person household with an income of less than $30,000. He has less than a high school education and is a Catholic who describes himself as born-again or evangelical. He is an independent with moderate, middle of the road political views. He has hardly any confidence in the scientific community.",third_person,education|party|age|region|born_again|race|ideology|household_size|trust_science_prior|urbanicity|gender|religion|income|social_class,14,12,0,,,82,True
P00116,"She is a 64-year-old Hispanic / Latino female living in one of the largest US cities in the northeast of the United States. She has a high school diploma / GED and describes her social class as middle class. She is Catholic and has only some confidence in the scientific community. Her household income is $56,000 to $99,999, and she lives in a household of 3 people. She is slightly conservative and is not very strong republican.",third_person,trust_science_prior|education|race|religion|social_class|ideology|gender|age|party|urbanicity|income|household_size|region,13,11,0,,,77,True
P00117,"She is a 53-year-old Black female living in the south of the United States in a household of 2 people. She is middle class with a household income of $168,000 or more and has a Master's degree / Professional degree. A strong democrat with liberal political views, she describes herself as born-again or evangelical and is protestant. She has only some confidence in the scientific community.",third_person,social_class|gender|income|ideology|education|trust_science_prior|race|age|household_size|party|born_again|region|religion,13,12,0,,,66,True
P00118,"She is a 63-year-old Black / African American female who lives in the suburbs of a very large US city in the midwest of the United States. She is a strong Christian who describes herself as born-again or evangelical. She has a Bachelor's degree, lives in a household of 5 people, and has a household income of $168,000 or more. She describes herself as middle class and has moderate, middle of the road political views, and she is not very strong democrat. She has only some confidence in the scientific community.",third_person,religion|income|born_again|education|religiosity|social_class|household_size|region|ideology|race|party|urbanicity|trust_science_prior|gender|age,15,12,0,,,91,True
P00119,"He is a 58-year-old Hispanic / Latino male living in the northeast of the United States in a household of 2 people. He has a high school diploma / GED and describes his social class as working class, with a household income of $100,000 to $167,999. He is a Catholic, though his religion is not very strong, and he has a great deal of confidence in the scientific community. Politically, he is moderate, middle of the road, and not very strong democrat.",third_person,religion|trust_science_prior|household_size|party|age|race|region|social_class|income|gender|religiosity|ideology|education,13,11,0,,,82,True
P00120,"She is a 39-year-old White female living in a rural area in the south of the United States. She is a strong Democrat with liberal political views and has no religion. She has some college or an Associate's degree and has a great deal of confidence in the scientific community. She describes her social class as working class and lives in a household of 4 people with an income of $56,000 to $99,999.",third_person,party|income|gender|trust_science_prior|religion|education|social_class|household_size|race|region|age|ideology|urbanicity,13,10,0,,,73,True
P00121,"You are a 47-year-old White/Caucasian female living in a two-person household in a small town in the Midwest. You describe yourself as working class with a household income of less than $30,000. Your highest education is some college or an Associate's degree. You are a Protestant with strong religion and describe yourself as born-again or evangelical. Politically, you are moderate and middle of the road, as an independent close to Democrat, and you have a great deal of confidence in the scientific community.",second_person,age|income|urbanicity|party|education|born_again|gender|trust_science_prior|religion|household_size|ideology|race|region|social_class|religiosity,15,12,0,,,83,True
P00122,"She is a 53-year-old Asian American female who lives in a two-person household in the Midwest of the United States. She is upper class with a household income of $168,000 or more. She has a Master's or Professional degree and has a great deal of confidence in the scientific community. Her religion is Hinduism, and she is a moderate, middle of the road independent.",third_person,social_class|gender|trust_science_prior|race|religion|region|household_size|income|age|education|party|ideology,12,11,0,,,64,True
P00123,"You are a 28-year-old White/Caucasian male living in the northeast of the United States. You live in a household of 2 people and have a high school diploma / GED. Your household income is less than $30,000, and you describe your social class as middle class. You have no religion and your political views are moderate and middle of the road, as you belong to another party.",second_person,age|party|household_size|education|region|gender|race|ideology|religion|income|social_class,11,8,0,,,67,True
P00124,"She is a 67-year-old White female living alone in the suburbs of a very large US city in the Midwest. She is a strong Democrat with liberal political views and describes her social class as middle class. She has a Bachelor's degree, a household income of $56,000 to $99,999, and is a strong Protestant. She has a great deal of confidence in the scientific community.",third_person,income|education|household_size|race|party|urbanicity|religiosity|ideology|gender|age|social_class|region|religion|trust_science_prior,14,11,0,,,65,True
P00125,"He is an 84-year-old White male who lives in a two-person household in the suburbs of a very large US city in the south of the United States. He has a high school diploma or GED and describes his social class as middle class. His household income is $30,000 to $55,999. He is a strong Republican, although his political views are slightly liberal. He is a Protestant, but his religion is not very strong.",third_person,region|household_size|religion|religiosity|ideology|race|income|social_class|education|age|gender|party|urbanicity,13,10,0,,,74,True
P00126,"You are a 40-year-old, White male living in the suburbs of a mid-sized US city in the south of the United States. You are a strong Republican with slightly conservative political views, and you describe yourself as born-again or evangelical. You are a Protestant with a Bachelor's degree who has hardly any confidence in the scientific community. You live in a household of 6 people with a household income of $100,000 to $167,999. You describe your social class as middle class.",second_person,race|ideology|income|trust_science_prior|region|education|social_class|born_again|party|urbanicity|age|religion|gender|household_size,14,12,0,,,81,True
P00127,"You are a 36-year-old male of other ethnicity who lives in a small town in the south of the United States. You have a Doctorate degree and belong to an other religion. You live in a household of 3 people with an income of $100,000 to $167,999. You are an independent with slightly liberal political views. You describe your social class as working class.",second_person,region|education|race|age|religion|ideology|household_size|gender|income|party|social_class|urbanicity,12,9,0,,,64,True
P00128,"She is a 79-year-old White/Caucasian female who lives alone in one of the largest US cities in the west of the United States. She has some college or an Associate's degree and describes her social class as middle class. Her household income is $56,000 to $99,999. She is a strong Democrat with liberal political views. Her religion is Catholic, though its strength is not very strong.",third_person,religiosity|household_size|religion|ideology|gender|party|income|urbanicity|race|region|education|age|social_class,13,10,0,,,66,True
P00129,"You are a 46-year-old Hispanic / Latino female living in the west of the United States. You live in a household of 6 people with an income of less than $30,000. You describe your social class as lower class and have an education level of less than high school. Your political views are extremely liberal, though you are politically independent. You are a Catholic with a religion that is not very strong, and you have only some confidence in the scientific community.",second_person,party|trust_science_prior|social_class|religiosity|religion|region|household_size|income|ideology|gender|race|education|age,13,11,0,,,82,True
P00130,"You are a 42-year-old White / Caucasian male living in a two-person household in the suburbs of a mid-sized US city in the south of the United States. You have a Master's degree / Professional degree, a household income of $100,000 to $167,999, and describe your social class as middle class. You have no religion and have a great deal of confidence in the scientific community. Politically, you are independent and close to republican, though your political views are liberal.",second_person,income|religiosity|race|age|education|party|ideology|region|gender|urbanicity|household_size|religion|trust_science_prior|social_class,14,10,0,,,80,True
P00131,"You are a 40-year-old, Black/African American male living in a small town in the south of the United States. You have a Bachelor's degree, live in a household of 6 people, and have a household income of $100,000 to $167,999. Although you have no religion, you describe yourself as born-again or evangelical. You are an independent who is politically slightly conservative and close to republican. You describe your social class as middle class and have a great deal of confidence in the scientific community.",second_person,race|religion|household_size|education|born_again|urbanicity|income|ideology|social_class|trust_science_prior|age|region|gender|party,14,11,0,,,84,True
P00132,"He is a 64-year-old White male living in the suburbs of a mid-sized US city in the west of the United States. He is middle class with a household income of $56,000 to $99,999 and lives in a household of 4 people. He has a Master's degree or Professional degree and is Catholic, though he describes himself as born-again or evangelical. He is not a very strong Democrat and has slightly liberal political views. He has a great deal of confidence in the scientific community.",third_person,social_class|party|region|education|income|religion|race|trust_science_prior|born_again|gender|household_size|age|urbanicity|ideology,14,12,0,,,85,True
P00133,"You are a White / Caucasian female of 80 years old living in the south of the United States in a household of 2 people. You have a Bachelor's degree and a household income of $168,000 or more. You describe your social class as middle class and are a strong Protestant. You have only some confidence in the scientific community. Politically, you are an independent, close to democrat, and your views are moderate, middle of the road.",second_person,income|household_size|religiosity|social_class|trust_science_prior|region|age|gender|ideology|religion|race|party|education,13,11,0,,,77,True
P00134,"You are a 48-year-old Hispanic / Latino male living in the suburbs of a very large US city in the midwest of the United States. You have a Bachelor's degree, a household income of less than $30,000, and live in a household of 3 people. You describe yourself as working class and describe your religion as strong. You are Catholic and describe yourself as born-again or evangelical. You are not very strong democrat and your political views are slightly conservative.",second_person,gender|religiosity|party|born_again|education|region|household_size|race|age|income|urbanicity|religion|social_class|ideology,14,11,0,,,80,True
P00135,"You are a 46-year-old White male living in a household of 2 people in the midwest of the United States. You have a Bachelor's degree and a household income of $168,000 or more. You are a Catholic who is politically independent with moderate, middle of the road views. You describe your social class as working class and have only some confidence in the scientific community.",second_person,party|ideology|religion|race|region|gender|age|education|trust_science_prior|social_class|income|household_size,12,11,0,,,65,True
P00136,"You are a 46-year-old White / Caucasian male living in a rural area in the south of the United States. You live in a household of 5 people and have a household income of $100,000 to $167,999. Your highest education is some college or an Associate's degree, and you describe your social class as working class. You are a strong republican with moderate, middle of the road political views. You have no religion.",second_person,income|education|age|ideology|household_size|race|urbanicity|social_class|region|gender|religion|religiosity|party,13,9,0,,,73,True
P00137,"He is a 40-year-old White male who lives in a household of 5 people in a mid-sized US city in the Midwest. He has a high school diploma / GED, describes himself as working class, and has a household income of $56,000 to $99,999. He is a strong republican with liberal political views and has only some confidence in the scientific community. He is a catholic who describes himself as born-again or evangelical, though his strength of religion is not very strong.",third_person,party|religion|household_size|ideology|age|race|income|urbanicity|gender|trust_science_prior|religiosity|region|social_class|education|born_again,15,12,0,,,82,True
P00138,"He is a 63-year-old Hispanic / Latino male living in the south of the United States in a household of 2 people. He has a high school diploma / GED, describes his social class as working class, and has a household income of $100,000 to $167,999. He is a strong Democrat with slightly conservative political views, and he has only some confidence in the scientific community. He is Catholic with strong religion, though he describes himself as born-again or evangelical.",third_person,religion|trust_science_prior|party|age|region|religiosity|household_size|ideology|education|income|born_again|gender|race|social_class,14,12,0,,,80,True
P00139,"He is an 18-year-old White/Caucasian male who lives in the south of the United States in a household of 6 people. He has a high school diploma / GED and describes his social class as middle class. He is a strong democrat with liberal political views. He is a protestant who describes himself as born-again or evangelical. His household income is $168,000 or more.",third_person,gender|household_size|party|income|religion|race|born_again|age|education|region|social_class|ideology,12,11,0,,,64,True
P00140,"She is a 33-year-old White / Caucasian female living in a two-person household in the suburbs of a mid-sized US city in the west of the United States. She has a Bachelor's degree, has no religion, and describes her social class as middle class. Her household income is $168,000 or more. Politically, she is an independent with moderate, middle of the road views.",third_person,urbanicity|religiosity|income|age|religion|education|gender|household_size|region|party|ideology|race|social_class,13,9,0,,,63,True
P00141,"You are a 59-year-old Black / African American male who lives in a household of 3 people in the suburbs of a very large US city in the south of the United States. You are a Protestant who describes yourself as born-again or evangelical. You have a Bachelor's degree, a household income of $168,000 or more, and describe your social class as middle class. You are a strong Democrat, though your political views are moderate, middle of the the road. You have a great deal of confidence in the scientific community.",second_person,urbanicity|religion|education|gender|income|race|born_again|party|age|household_size|trust_science_prior|region|ideology|social_class,14,12,0,,,91,True
P00142,"She is a 28-year-old White female living in a mid-sized US city in the west of the United States. She has a high school diploma or GED and describes her social class as working class. She lives in a household of 8 people with an income of $30,000 to $55,999. She is an independent with moderate, middle of the road political views and has no religion. She has a great deal of confidence in the scientific community.",third_person,race|ideology|religion|gender|urbanicity|age|party|social_class|religiosity|trust_science_prior|region|household_size|education|income,14,10,0,,,77,True
P00143,"He is a 57-year-old Asian American male who lives in one of the largest US cities in the west of the United States. He has a Master's degree or Professional degree and describes his social class as working class. He lives in a household of 6 people with a household income of $100,000 to $167,999. He has no religion and is slightly conservative and not very strong democrat.",third_person,region|ideology|social_class|urbanicity|race|income|age|party|religion|education|gender|household_size,12,9,0,,,68,True
P00144,"He is a 42-year-old White male living in the suburbs of a mid-sized US city in the Midwest. He lives in a household of 4 people and has a household income of $100,000 to $167,999. He is a Protestant who describes his social class as middle class. He has a high school diploma or GED and has only some confidence in the scientific community. Politically, he is an independent who is close to Republican and has slightly conservative views.",third_person,household_size|social_class|religion|party|trust_science_prior|urbanicity|age|race|education|income|gender|region|ideology,13,11,0,,,79,True
P00145,"He is a 76-year-old White / Caucasian male living in the northeast of the United States. He is middle class and lives in a household of 2 people with an income of less than $30,000. His highest education is some college or an Associate's degree. He is a strong Democrat with extremely conservative political views, and he has only some confidence in the scientific community. He is Catholic, though his religion is not very strong.",third_person,social_class|education|household_size|ideology|religion|region|income|party|trust_science_prior|gender|race|age|religiosity,13,11,0,,,75,True
P00146,"You are a 60-year-old Hispanic / Latino female living in a mid-sized US city in the south of the United States. You live in a household of 2 people with a household income of $30,000 to $55,999. Your highest education is less than high school, and you describe your social class as lower class. You are a Catholic with a religion strength that is not very strong. Your political views are slightly conservative and you are not very strong democrat.",second_person,household_size|religiosity|race|region|age|urbanicity|party|gender|religion|ideology|social_class|income|education,13,10,0,,,80,True
P00147,"You are a 75-year-old White female living in the suburbs of a mid-sized US city in the west of the United States. You live in a household of 2 people with a household income of $100,000 to $167,999. You have some college or an Associate's degree and describe your social class as middle class. You are a Protestant with slightly liberal political views, and you are an independent, close to Democrat.",second_person,gender|race|region|household_size|income|party|education|social_class|urbanicity|ideology|religion|age,12,10,0,,,71,True
P00148,"You are a 34-year-old Hispanic / Latino female living in a small town in the south of the United States. You are Catholic, have an education of less than high school, and describe your social class as working class. You live in a household of 2 people with an income of $30,000 to $55,999. Your political views are moderate and middle of the road, and you are politically independent. You have only some confidence in the scientific community.",second_person,religion|age|social_class|party|region|gender|urbanicity|trust_science_prior|education|race|household_size|ideology|income,13,11,0,,,78,True
P00149,"He is a 48-year-old White male who lives in a household of 4 people in the suburbs of a mid-sized US city in the Midwest of the United States. He has some college or an Associate's degree and a household income of $56,000 to $99,999. He describes himself as working class, a Catholic, and born-again or evangelical. He is a strong Republican with conservative political views and has only some confidence in the scientific community.",third_person,household_size|gender|region|race|education|age|trust_science_prior|party|urbanicity|income|social_class|religion|ideology|born_again,14,12,0,,,75,True
P00150,"You are a 28-year-old Black male living in the south of the United States in a household of 2 people. You have a Master's degree or Professional degree and a household income of $30,000 to $55,999. You describe your social class as middle class. You are a strong Muslim and have a great deal of confidence in the scientific community. Politically, you are an independent, close to democrat, with moderate, middle of the road views.",second_person,education|race|income|region|party|religiosity|household_size|religion|ideology|social_class|age|gender|trust_science_prior,13,11,1,religion,,75,False
